ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Charlene and Mona had a lot of fun at the shop. Mona gave a kiwi to",Charlene,"Then, Frankie and Jamar had a lot of fun at the shop. Zoey gave a kiwi to",Serena,Mona,Jamar
"Then, Gwen and Jerry went to the cafe. Gwen gave a watermelon to",Jerry,"Then, Gino and Martin went to the cafe. Shane gave a watermelon to",Austyn,Gwen,Gino
"When William and Pauline got a banana at the zoo, Pauline decided to give the banana to",William,"When Joy and Jalon got a banana at the zoo, Jesse decided to give the banana to",Breonna,Pauline,Jalon
"Then, David and Marilyn were working at the store. Marilyn decided to give a grape to",David,"Then, Brad and Jazlyn were working at the store. Rudy decided to give a grape to",Brooke,Marilyn,Jazlyn
"While Lula and Ella were working at the school, Lula gave a mango to",Ella,"While Madeline and Ellis were working at the school, Melisa gave a mango to",Dante,Lula,Madeline
"Afterwards, Loretta and Stacey went to the desert. Stacey gave a grape to",Loretta,"Afterwards, Ryleigh and Edgar went to the desert. Karley gave a grape to",Jordyn,Stacey,Edgar
"Then, Jerry and Marsha were thinking about going to the forest. Marsha wanted to give a papaya to",Jerry,"Then, Jordan and Destiny were thinking about going to the forest. Everett wanted to give a papaya to",Zachary,Marsha,Destiny
"Then, Lee and Nellie went to the mountain. Lee gave a banana to",Nellie,"Then, Graham and Lizeth went to the mountain. Micah gave a banana to",Joy,Lee,Graham
"Then, Brian and Faye went to the desert. Faye gave a orange to",Brian,"Then, Ann and Brooke went to the desert. Dean gave a orange to",Lillian,Faye,Brooke
"When Carmen and Kristi got a peach at the lake, Kristi decided to give it to",Carmen,"When Brittney and Raquel got a peach at the lake, Stuart decided to give it to",Heather,Kristi,Raquel
The river Deanna and Agnes went to had a pineapple. Agnes gave it to,Deanna,The river Christy and Keagan went to had a pineapple. Sheridan gave it to,Stacy,Agnes,Keagan
"After the lunch, Bernadette and Charlene went to the cafe. Bernadette gave a blueberry to",Charlene,"After the lunch, Bryson and Clint went to the cafe. Rylee gave a blueberry to",Karla,Bernadette,Bryson
"When Inez and Wilma got a grape at the cave, Inez decided to give the grape to",Wilma,"When Keegan and Bryce got a grape at the cave, Kiarra decided to give the grape to",Dulce,Inez,Keegan
"While Mildred and Fannie were working at the school, Fannie gave a raspberry to",Mildred,"While Dontae and Kristofer were working at the school, Phoebe gave a raspberry to",Kayli,Fannie,Kristofer
"When Estelle and Rosemarie got a papaya at the desert, Estelle decided to give it to",Rosemarie,"When Shaina and Lizeth got a papaya at the desert, Yvonne decided to give it to",Darryl,Estelle,Shaina
"After Anita and Lee went to the park, Lee gave a raspberry to",Anita,"After Vanessa and Ann went to the park, Stephanie gave a raspberry to",Kristen,Lee,Ann
"When Miriam and Leona got a papaya at the desert, Miriam decided to give it to",Leona,"When Randall and Aliza got a papaya at the desert, Gunner decided to give it to",Angelique,Miriam,Randall
Friends Sheila and Agnes found a blueberry at the lake. Agnes gave it to,Sheila,Friends Jamel and Amiya found a blueberry at the lake. Stephanie gave it to,Liam,Agnes,Amiya
The bar David and Kari went to had a orange. Kari gave it to,David,The bar Joshua and Piper went to had a orange. Ryann gave it to,Felipe,Kari,Piper
"Then, Kevin and Ella were working at the school. Kevin decided to give a mango to",Ella,"Then, Allen and Gerald were working at the school. Katelin decided to give a mango to",Charlotte,Kevin,Allen
The forest Irma and Kathryn went to had a mango. Irma gave it to,Kathryn,The forest Irene and Eduardo went to had a mango. Miles gave it to,Melvin,Irma,Irene
"Then, Chelsea and Martha had a lot of fun at the museum. Martha gave a peach to",Chelsea,"Then, Thomas and Genesis had a lot of fun at the museum. Amanda gave a peach to",Courtney,Martha,Genesis
Friends Faye and Leona found a cantaloupe at the beach. Faye gave it to,Leona,Friends Derick and Baylee found a cantaloupe at the beach. Brittany gave it to,Imani,Faye,Derick
"Then, Kevin and Charlene went to the desert. Kevin gave a banana to",Charlene,"Then, Amy and Miriam went to the desert. Josephine gave a banana to",Vincent,Kevin,Amy
"When Sarah and Suzanne got a blueberry at the cave, Suzanne decided to give it to",Sarah,"When Clark and Nancy got a blueberry at the cave, Joyce decided to give it to",Porter,Suzanne,Nancy
"Then, Teresa and Stella went to the home. Teresa gave a strawberry to",Stella,"Then, Benny and Bennett went to the home. Joy gave a strawberry to",Sally,Teresa,Benny
"When Natasha and Carmen got a cherry at the market, Natasha decided to give it to",Carmen,"When Conor and Brenton got a cherry at the market, Ryder decided to give it to",Vaughn,Natasha,Conor
"When Loretta and Kevin got a honeydew at the market, Kevin decided to give it to",Loretta,"When Kylie and George got a honeydew at the market, Richard decided to give it to",Rylan,Kevin,George
The zoo Brian and Richard went to had a honeydew. Richard gave it to,Brian,The zoo America and Anderson went to had a honeydew. Haven gave it to,Sandy,Richard,Anderson
"While Bernadette and Mildred were working at the forest, Bernadette gave a watermelon to",Mildred,"While Armani and Kurtis were working at the forest, Jadyn gave a watermelon to",Jillian,Bernadette,Armani
"Afterwards, Leigh and Mattie went to the store. Leigh gave a peach to",Mattie,"Afterwards, Vanessa and Elias went to the store. Shania gave a peach to",Kevon,Leigh,Vanessa
"Afterwards, Jessie and Geneva went to the zoo. Geneva gave a plum to",Jessie,"Afterwards, Hazel and Alec went to the zoo. Daryl gave a plum to",Kendall,Geneva,Alec
"After Eleanor and Mattie went to the library, Eleanor gave a mango to",Mattie,"After Perry and Ivana went to the library, Kathleen gave a mango to",Natalia,Eleanor,Perry
The cafe Yolanda and Jessica went to had a plum. Jessica gave it to,Yolanda,The cafe Rhiannon and Emily went to had a plum. Alysha gave it to,Jaylan,Jessica,Emily
"While Richard and Rosemarie were commuting to the zoo, Richard gave a pineapple to",Rosemarie,"While German and Clarence were commuting to the zoo, Cielo gave a pineapple to",Julius,Richard,German
"Afterwards, Nellie and Jackie went to the library. Jackie gave a cantaloupe to",Nellie,"Afterwards, Reginald and Sonya went to the library. Cristina gave a cantaloupe to",Kent,Jackie,Sonya
"Then, Deanna and Leigh went to the desert. Leigh gave a apple to",Deanna,"Then, Callie and Loren went to the desert. Ruben gave a apple to",Sterling,Leigh,Loren
"Then, Brian and Kari were working at the school. Kari decided to give a plum to",Brian,"Then, Angelo and Diego were working at the school. Shane decided to give a plum to",Carla,Kari,Diego
Friends Lorraine and Pat found a coconut at the park. Pat gave it to,Lorraine,Friends Kathleen and Jesus found a coconut at the park. Amiya gave it to,Jordon,Pat,Jesus
"Then, Heidi and Teresa had a lot of fun at the theater. Teresa gave a grape to",Heidi,"Then, Allison and Natasha had a lot of fun at the theater. Tate gave a grape to",Andre,Teresa,Natasha
"Afterwards, Evelyn and Faye went to the school. Faye gave a blackberry to",Evelyn,"Afterwards, Bryant and Hadley went to the school. Ryder gave a blackberry to",Desiree,Faye,Hadley
"While Pauline and Theresa were commuting to the home, Pauline gave a kiwi to",Theresa,"While Marisol and Ruben were commuting to the home, Lily gave a kiwi to",Elliot,Pauline,Marisol
"Then, Kevin and Theresa were working at the school. Kevin decided to give a blueberry to",Theresa,"Then, Kate and Salma were working at the school. Harmony decided to give a blueberry to",Jose,Kevin,Kate
"While Juana and Faye were commuting to the home, Faye gave a raspberry to",Juana,"While Adonis and Elijah were commuting to the home, Marian gave a raspberry to",Draven,Faye,Elijah
"Then, Harriet and Natasha had a lot of fun at the gym. Natasha gave a grape to",Harriet,"Then, Mikel and Clare had a lot of fun at the gym. Jake gave a grape to",Harold,Natasha,Clare
"When Rebecca and Stella got a apple at the library, Rebecca decided to give the apple to",Stella,"When Hana and Shannon got a apple at the library, Karl decided to give the apple to",Walker,Rebecca,Hana
"While Angie and Teresa were commuting to the zoo, Teresa gave a cherry to",Angie,"While Molly and Dexter were commuting to the zoo, Anahi gave a cherry to",Bailee,Teresa,Dexter
"Then, Rosemarie and Jackie were thinking about going to the shop. Jackie wanted to give a raspberry to",Rosemarie,"Then, Aurora and Mariah were thinking about going to the shop. Nichole wanted to give a raspberry to",Miranda,Jackie,Mariah
"Then, Marsha and Stacy were thinking about going to the cave. Marsha wanted to give a banana to",Stacy,"Then, Jerome and Fannie were thinking about going to the cave. Darby wanted to give a banana to",Shawn,Marsha,Jerome
"After the lunch, Kari and Susan went to the shop. Kari gave a coconut to",Susan,"After the lunch, Maryam and America went to the shop. Alexandria gave a coconut to",Shaun,Kari,Maryam
"While Geneva and Diana were working at the market, Geneva gave a banana to",Diana,"While Payton and Nico were working at the market, Javier gave a banana to",Uriel,Geneva,Payton
"Afterwards, Inez and Heidi went to the cave. Inez gave a raspberry to",Heidi,"Afterwards, Gianna and Danielle went to the cave. Albert gave a raspberry to",Lilliana,Inez,Gianna
"Afterwards, Anita and Suzanne went to the home. Suzanne gave a watermelon to",Anita,"Afterwards, Francis and Junior went to the home. Lucas gave a watermelon to",Oscar,Suzanne,Junior
Friends Marilyn and Brian found a banana at the store. Marilyn gave it to,Brian,Friends Gabrielle and Christian found a banana at the store. Teresa gave it to,Randall,Marilyn,Gabrielle
"Then, Wilma and Fannie were working at the theater. Fannie decided to give a papaya to",Wilma,"Then, Maci and Kellen were working at the theater. Cristina decided to give a papaya to",Alisa,Fannie,Kellen
"Then, Chelsea and Alice went to the desert. Alice gave a mango to",Chelsea,"Then, Brook and Mary went to the desert. Allison gave a mango to",Alicia,Alice,Mary
"Then, Kristina and Nellie had a lot of fun at the school. Kristina gave a pear to",Nellie,"Then, Liana and Moriah had a lot of fun at the school. Mariela gave a pear to",Zoey,Kristina,Liana
"After the lunch, Ethel and Brian went to the zoo. Ethel gave a cherry to",Brian,"After the lunch, Malik and Christopher went to the zoo. Diane gave a cherry to",Rodrigo,Ethel,Malik
"Then, Yvette and Jessie went to the home. Yvette gave a mango to",Jessie,"Then, Mattie and Griffin went to the home. Bronson gave a mango to",Susan,Yvette,Mattie
"When William and Gwen got a grape at the desert, Gwen decided to give it to",William,"When Jacob and Nash got a grape at the desert, Santiago decided to give it to",Lorenzo,Gwen,Nash
"After Juana and Shannon went to the park, Shannon gave a cherry to",Juana,"After Daisha and Jessie went to the park, Jamar gave a cherry to",Hayden,Shannon,Jessie
"After Brian and Shannon went to the cave, Shannon gave a pear to",Brian,"After Jeremy and Maya went to the cave, Jarrett gave a pear to",Grant,Shannon,Maya
"Then, Kim and Alice went to the market. Alice gave a blueberry to",Kim,"Then, Marc and Russell went to the market. Arnold gave a blueberry to",Blaze,Alice,Russell
"Then, Melanie and Agnes were thinking about going to the cave. Agnes wanted to give a raspberry to",Melanie,"Then, Helena and Alize were thinking about going to the cave. Hailie wanted to give a raspberry to",Andrea,Agnes,Alize
"Then, Mattie and Kari were thinking about going to the mountain. Kari wanted to give a papaya to",Mattie,"Then, Luca and Conor were thinking about going to the mountain. Rylan wanted to give a papaya to",Stephanie,Kari,Conor
"Then, Robin and Marian went to the desert. Robin gave a papaya to",Marian,"Then, Jackson and Princess went to the desert. Sheila gave a papaya to",Robert,Robin,Jackson
Friends Teresa and Loretta found a strawberry at the park. Teresa gave it to,Loretta,Friends Veronica and Sawyer found a strawberry at the park. Sharon gave it to,Mariana,Teresa,Veronica
"Then, Erika and Nellie went to the library. Erika gave a cantaloupe to",Nellie,"Then, Emilee and Keaton went to the library. Esmeralda gave a cantaloupe to",Jaiden,Erika,Emilee
"Then, Diana and Natasha were working at the museum. Natasha decided to give a kiwi to",Diana,"Then, Jesse and Linda were working at the museum. Lilly decided to give a kiwi to",Bailey,Natasha,Linda
"While Amanda and Estelle were working at the theater, Estelle gave a kiwi to",Amanda,"While Jaiden and Haley were working at the theater, Stephen gave a kiwi to",Alonso,Estelle,Haley
"After Alyssa and Megan went to the shop, Megan gave a grape to",Alyssa,"After Maggie and Aron went to the shop, Gwendolyn gave a grape to",Cade,Megan,Aron
Friends Richard and Stacy found a plum at the cave. Richard gave it to,Stacy,Friends Elizabeth and Tara found a plum at the cave. Robert gave it to,Tess,Richard,Elizabeth
"Then, Amanda and Carol went to the cave. Carol gave a grape to",Amanda,"Then, Elijah and Gina went to the cave. Julio gave a grape to",Miranda,Carol,Gina
"While Kari and Kim were commuting to the theater, Kari gave a grape to",Kim,"While Philip and Andrew were commuting to the theater, Kurtis gave a grape to",Gage,Kari,Philip
"While Melissa and Juana were working at the library, Melissa gave a cantaloupe to",Juana,"While Lindsay and Glen were working at the library, Abbey gave a cantaloupe to",Phoenix,Melissa,Lindsay
"While Loretta and Bernadette were commuting to the library, Bernadette gave a grape to",Loretta,"While Kamryn and Davon were commuting to the library, Monserrat gave a grape to",Destinee,Bernadette,Davon
"After the lunch, Angie and Carol went to the shop. Carol gave a papaya to",Angie,"After the lunch, Yvette and Gregory went to the shop. Eleanor gave a papaya to",Mikel,Carol,Gregory
