ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"When Stacey and Anita got a blackberry at the beach, Stacey decided to give it to",Anita,"When Reuben and Dane got a blackberry at the beach, Darby decided to give it to",Gabrielle,Stacey,Reuben
The forest Rebecca and Juana went to had a cherry. Rebecca gave it to,Juana,The forest Jackie and Asher went to had a cherry. Evelyn gave it to,Ibrahim,Rebecca,Jackie
"Afterwards, Velma and Heidi went to the museum. Velma gave a banana to",Heidi,"Afterwards, Tara and Leila went to the museum. Rowan gave a banana to",Jimmy,Velma,Tara
"When Yvette and Ginger got a coconut at the bar, Yvette decided to give the coconut to",Ginger,"When Allison and Charlotte got a coconut at the bar, Chelsey decided to give the coconut to",Charles,Yvette,Allison
The mountain Sarah and Maggie went to had a peach. Maggie gave it to,Sarah,The mountain Ray and Trevon went to had a peach. Margaret gave it to,Denver,Maggie,Trevon
Friends Rebecca and Doris found a pear at the market. Rebecca gave it to,Doris,Friends Geneva and Bret found a pear at the market. Felix gave it to,Joy,Rebecca,Geneva
"Afterwards, Rachel and Evelyn went to the library. Rachel gave a cherry to",Evelyn,"Afterwards, Walker and Rylie went to the library. William gave a cherry to",Tyree,Rachel,Walker
"When Kelly and Dianne got a strawberry at the store, Kelly decided to give it to",Dianne,"When Aaron and Marlon got a strawberry at the store, Karl decided to give it to",Seth,Kelly,Aaron
"Then, Kathryn and Violet had a lot of fun at the bar. Violet gave a cherry to",Kathryn,"Then, Keyshawn and Moses had a lot of fun at the bar. Graham gave a cherry to",Frederick,Violet,Moses
"After Jody and Marian went to the museum, Jody gave a blueberry to",Marian,"After Lara and Elliot went to the museum, Lyndsey gave a blueberry to",Ericka,Jody,Lara
"While Agnes and Brandy were working at the bar, Agnes gave a honeydew to",Brandy,"While Jaida and Jamison were working at the bar, Yasmin gave a honeydew to",Georgia,Agnes,Jaida
"Then, Heidi and Grace went to the store. Grace gave a papaya to",Heidi,"Then, Judith and Shawn went to the store. Joy gave a papaya to",Jamal,Grace,Shawn
The desert Grace and David went to had a banana. Grace gave it to,David,The desert Jayde and Don went to had a banana. Evan gave it to,Jason,Grace,Jayde
Friends Sheila and Miriam found a banana at the bar. Miriam gave it to,Sheila,Friends Helen and Casandra found a banana at the bar. Alexys gave it to,Larry,Miriam,Casandra
"While Agnes and Anne were commuting to the desert, Agnes gave a blackberry to",Anne,"While Samson and Ty were commuting to the desert, Bella gave a blackberry to",Kylie,Agnes,Samson
"Then, Anita and Carol had a lot of fun at the beach. Carol gave a blackberry to",Anita,"Then, Frederick and Alec had a lot of fun at the beach. Heath gave a blackberry to",Tobias,Carol,Alec
"Then, Sophia and Mildred went to the beach. Sophia gave a grape to",Mildred,"Then, Marcelo and Ryleigh went to the beach. Ronnie gave a grape to",Jackson,Sophia,Marcelo
"Then, Theresa and Megan had a lot of fun at the school. Megan gave a honeydew to",Theresa,"Then, Princess and Maura had a lot of fun at the school. Tess gave a honeydew to",Ann,Megan,Maura
"When Deanna and Lee got a watermelon at the forest, Lee decided to give the watermelon to",Deanna,"When Caden and Marco got a watermelon at the forest, Jimmy decided to give the watermelon to",Neil,Lee,Marco
Friends Melissa and Doris found a banana at the cave. Melissa gave it to,Doris,Friends Shea and Koby found a banana at the cave. Quinn gave it to,Kenyon,Melissa,Shea
"While David and Kari were working at the lake, Kari gave a blueberry to",David,"While Jackson and Drew were working at the lake, Tylor gave a blueberry to",Brendan,Kari,Drew
"While Carmen and Carol were working at the cave, Carol gave a honeydew to",Carmen,"While Desiree and Glenn were working at the cave, Fred gave a honeydew to",Wesley,Carol,Glenn
The library Melissa and Mark went to had a blackberry. Melissa gave it to,Mark,The library Theresa and Kyle went to had a blackberry. Glen gave it to,Omar,Melissa,Theresa
"Then, Irma and Carmen had a lot of fun at the home. Irma gave a blackberry to",Carmen,"Then, Shannon and Rodolfo had a lot of fun at the home. Allen gave a blackberry to",Phoenix,Irma,Shannon
"While Suzanne and Rosemarie were commuting to the forest, Suzanne gave a orange to",Rosemarie,"While Kaden and Kendall were commuting to the forest, Norman gave a orange to",Keshaun,Suzanne,Kaden
"After Rosemarie and Kari went to the theater, Kari gave a orange to",Rosemarie,"After Katarina and Valentin went to the theater, Bridgette gave a orange to",Kaylyn,Kari,Valentin
"When Rosa and Jody got a mango at the theater, Jody decided to give the mango to",Rosa,"When Jett and Claire got a mango at the theater, Dorothy decided to give the mango to",Blanca,Jody,Claire
"While Dianne and Jessica were working at the forest, Jessica gave a blueberry to",Dianne,"While Deshaun and Jackson were working at the forest, Dayton gave a blueberry to",Abram,Jessica,Jackson
"When Anita and Velma got a coconut at the museum, Velma decided to give the coconut to",Anita,"When Genaro and Tracy got a coconut at the museum, Jamal decided to give the coconut to",Jacklyn,Velma,Tracy
Friends Leigh and Rosa found a cantaloupe at the store. Leigh gave it to,Rosa,Friends Megan and Asha found a cantaloupe at the store. Taylor gave it to,Marvin,Leigh,Megan
Friends Lorraine and Ethel found a banana at the mountain. Ethel gave it to,Lorraine,Friends Sofia and Brandy found a banana at the mountain. Bobby gave it to,Brock,Ethel,Brandy
"Afterwards, Teresa and Deanna went to the home. Teresa gave a blueberry to",Deanna,"Afterwards, Iliana and Holly went to the home. Lonnie gave a blueberry to",Elvis,Teresa,Iliana
Friends Amanda and Carol found a cantaloupe at the market. Carol gave it to,Amanda,Friends Miranda and Ellis found a cantaloupe at the market. Milton gave it to,Riley,Carol,Ellis
"After Janet and Violet went to the library, Violet gave a kiwi to",Janet,"After Irving and Teresa went to the library, Haven gave a kiwi to",Pierre,Violet,Teresa
Friends Harriet and Maggie found a papaya at the gym. Maggie gave it to,Harriet,Friends Beau and Rafael found a papaya at the gym. Ahmad gave it to,Deborah,Maggie,Rafael
"Then, Amanda and Rebecca had a lot of fun at the cafe. Rebecca gave a kiwi to",Amanda,"Then, Leo and Melissa had a lot of fun at the cafe. Jackie gave a kiwi to",Sylvia,Rebecca,Melissa
"After Grace and Susan went to the desert, Grace gave a banana to",Susan,"After Bennett and German went to the desert, Caroline gave a banana to",Kirk,Grace,Bennett
"When Rosemarie and Suzanne got a mango at the river, Suzanne decided to give the mango to",Rosemarie,"When Deshawn and Kristopher got a mango at the river, Tristin decided to give the mango to",Paola,Suzanne,Kristopher
"Then, Diana and Kevin went to the forest. Kevin gave a pear to",Diana,"Then, Lawrence and Taylor went to the forest. Sidney gave a pear to",Maya,Kevin,Taylor
Friends Miriam and Wilma found a banana at the school. Miriam gave it to,Wilma,Friends Darrius and Raul found a banana at the school. Madalyn gave it to,Shelby,Miriam,Darrius
The river Rosemarie and Suzanne went to had a grape. Suzanne gave it to,Rosemarie,The river Kallie and Taryn went to had a grape. Carson gave it to,Cara,Suzanne,Taryn
"Then, Gwen and Angie went to the river. Gwen gave a cantaloupe to",Angie,"Then, Camron and Saul went to the river. Carli gave a cantaloupe to",Madisen,Gwen,Camron
"Then, Jessica and Marian were working at the store. Jessica decided to give a blueberry to",Marian,"Then, Jason and Everett were working at the store. Perry decided to give a blueberry to",Roy,Jessica,Jason
"While Pauline and William were working at the mountain, Pauline gave a coconut to",William,"While Damian and Jackson were working at the mountain, Noel gave a coconut to",Alysa,Pauline,Damian
"Then, Natasha and Rosa went to the forest. Natasha gave a peach to",Rosa,"Then, Lara and Clara went to the forest. Adam gave a peach to",Pedro,Natasha,Lara
"After the lunch, Stella and Teresa went to the market. Teresa gave a orange to",Stella,"After the lunch, Whitney and Samson went to the market. Dwight gave a orange to",Benjamin,Teresa,Samson
"After the lunch, Robin and Deanna went to the forest. Robin gave a mango to",Deanna,"After the lunch, Austin and Landon went to the forest. Jace gave a mango to",Dominique,Robin,Austin
"Then, Nellie and Eleanor were working at the cafe. Eleanor decided to give a cantaloupe to",Nellie,"Then, Kendrick and Estrella were working at the cafe. Selena decided to give a cantaloupe to",Destinee,Eleanor,Estrella
"Then, Lula and Harriet were working at the gym. Lula decided to give a cherry to",Harriet,"Then, Savannah and Stuart were working at the gym. Mateo decided to give a cherry to",Fatima,Lula,Savannah
Friends Marsha and Rosemarie found a pear at the beach. Marsha gave it to,Rosemarie,Friends Kristine and Adrianna found a pear at the beach. Carlie gave it to,Kelsie,Marsha,Kristine
"While Chelsea and Grace were commuting to the mountain, Grace gave a peach to",Chelsea,"While Dallas and Audrey were commuting to the mountain, Beau gave a peach to",Solomon,Grace,Audrey
"Then, Faye and William were working at the river. Faye decided to give a watermelon to",William,"Then, Orlando and Louis were working at the river. Ivy decided to give a watermelon to",Trever,Faye,Orlando
"While Miriam and Susan were working at the river, Miriam gave a blueberry to",Susan,"While Parker and Ann were working at the river, Rylan gave a blueberry to",Ashley,Miriam,Parker
"Then, Loretta and Natasha were thinking about going to the theater. Natasha wanted to give a peach to",Loretta,"Then, Michele and Riley were thinking about going to the theater. Wesley wanted to give a peach to",Celeste,Natasha,Riley
"After Jessica and Paula went to the bar, Jessica gave a blackberry to",Paula,"After Anthony and Drew went to the bar, Ezekiel gave a blackberry to",Keith,Jessica,Anthony
"When Rebecca and Ginger got a papaya at the gym, Rebecca decided to give it to",Ginger,"When Carrie and Coleman got a papaya at the gym, Dorothy decided to give it to",Brendan,Rebecca,Carrie
"While Kevin and Stella were commuting to the theater, Kevin gave a apple to",Stella,"While Laura and Lincoln were commuting to the theater, August gave a apple to",Eli,Kevin,Laura
"Then, Richard and Amanda had a lot of fun at the river. Richard gave a cherry to",Amanda,"Then, River and Judah had a lot of fun at the river. Quinn gave a cherry to",Willow,Richard,River
"After Yvette and Deanna went to the forest, Yvette gave a mango to",Deanna,"After Heather and Hallie went to the forest, Jazmyne gave a mango to",Megan,Yvette,Heather
"When Stacy and Marilyn got a blackberry at the home, Marilyn decided to give the blackberry to",Stacy,"When Cameron and Aurora got a blackberry at the home, Fernando decided to give the blackberry to",Caleb,Marilyn,Aurora
"When Lee and Deanna got a pear at the lake, Lee decided to give it to",Deanna,"When Marie and Braeden got a pear at the lake, Nathan decided to give it to",Keven,Lee,Marie
"After Kristi and Dianne went to the school, Kristi gave a mango to",Dianne,"After Colt and Zackery went to the school, Cecilia gave a mango to",Hugh,Kristi,Colt
"After the lunch, Jerry and Jody went to the market. Jody gave a cherry to",Jerry,"After the lunch, America and Jarvis went to the market. Toby gave a cherry to",Pierre,Jody,Jarvis
"When Marian and Natasha got a honeydew at the cafe, Natasha decided to give it to",Marian,"When Kali and Nico got a honeydew at the cafe, Isaiah decided to give it to",Barbara,Natasha,Nico
"After Rosa and Inez went to the mountain, Inez gave a banana to",Rosa,"After Trystan and Alfonso went to the mountain, Zion gave a banana to",Ean,Inez,Alfonso
"While Carmen and Inez were commuting to the store, Inez gave a apple to",Carmen,"While Celeste and Jaelyn were commuting to the store, Chandler gave a apple to",Keara,Inez,Jaelyn
"Afterwards, Mattie and Gwen went to the cave. Gwen gave a plum to",Mattie,"Afterwards, Jarrod and Brice went to the cave. Rolando gave a plum to",Reuben,Gwen,Brice
"While Alice and Alyssa were commuting to the mountain, Alice gave a blackberry to",Alyssa,"While Jon and Odalys were commuting to the mountain, Elisa gave a blackberry to",Chaz,Alice,Jon
Friends Rosemarie and Irma found a apple at the mountain. Irma gave it to,Rosemarie,Friends Keenan and Blair found a apple at the mountain. Nikhil gave it to,Micaela,Irma,Blair
"When Janet and Kevin got a peach at the gym, Kevin decided to give it to",Janet,"When Randall and Terry got a peach at the gym, Dylan decided to give it to",Alan,Kevin,Terry
"Afterwards, Leigh and Kathryn went to the cave. Leigh gave a mango to",Kathryn,"Afterwards, Sandra and Quincy went to the cave. Liam gave a mango to",Keith,Leigh,Sandra
"Then, Teresa and Yolanda were working at the gym. Teresa decided to give a peach to",Yolanda,"Then, Katelin and Mallory were working at the gym. Kenneth decided to give a peach to",Litzy,Teresa,Katelin
"Then, Marilyn and Doris had a lot of fun at the school. Marilyn gave a raspberry to",Doris,"Then, Braedon and Fabiola had a lot of fun at the school. Stuart gave a raspberry to",Charity,Marilyn,Braedon
"Afterwards, Mark and Kristina went to the zoo. Kristina gave a pineapple to",Mark,"Afterwards, Brian and Karissa went to the zoo. Christian gave a pineapple to",Robert,Kristina,Karissa
"While Brian and Miriam were working at the school, Miriam gave a cantaloupe to",Brian,"While Don and Uriel were working at the school, Brayden gave a cantaloupe to",Anika,Miriam,Uriel
"When Kathryn and Pauline got a watermelon at the cafe, Pauline decided to give the watermelon to",Kathryn,"When Raymundo and Alia got a watermelon at the cafe, Neal decided to give the watermelon to",Graham,Pauline,Alia
