ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Mona and Jessie were thinking about going to the park. Mona wanted to give a raspberry to",Jessie,"Then, Asha and Heather were thinking about going to the park. Hernan wanted to give a raspberry to",Crystal,Mona,Asha
"After the lunch, Maggie and Rosa went to the river. Maggie gave a banana to",Rosa,"After the lunch, Antoinette and Nora went to the river. Riley gave a banana to",Brendan,Maggie,Antoinette
Friends Dianne and Violet found a strawberry at the bar. Violet gave it to,Dianne,Friends Javion and Easton found a strawberry at the bar. Walter gave it to,Jenna,Violet,Easton
"Then, Harriet and Richard were thinking about going to the store. Richard wanted to give a peach to",Harriet,"Then, Alma and Bruce were thinking about going to the store. Cyrus wanted to give a peach to",Kyle,Richard,Bruce
"Then, Heidi and Jessica were working at the library. Jessica decided to give a raspberry to",Heidi,"Then, Katherine and Dallas were working at the library. Payton decided to give a raspberry to",Luis,Jessica,Dallas
"After Alicia and Rachel went to the shop, Rachel gave a mango to",Alicia,"After Antonio and Jordan went to the shop, Morgan gave a mango to",Wilson,Rachel,Jordan
"When Leigh and Ginger got a raspberry at the library, Leigh decided to give it to",Ginger,"When Patricia and Lindsey got a raspberry at the library, Autumn decided to give it to",Darius,Leigh,Patricia
"Then, Anne and Kari were thinking about going to the mountain. Kari wanted to give a mango to",Anne,"Then, William and Janessa were thinking about going to the mountain. Katy wanted to give a mango to",Kiersten,Kari,Janessa
"After Richard and Loretta went to the lake, Richard gave a plum to",Loretta,"After Kate and Micaela went to the lake, Mohammed gave a plum to",Kavon,Richard,Kate
"Then, Teresa and Alicia were thinking about going to the river. Teresa wanted to give a blackberry to",Alicia,"Then, Raphael and Sydni were thinking about going to the river. Jane wanted to give a blackberry to",Anne,Teresa,Raphael
"When Miriam and Amanda got a blueberry at the beach, Miriam decided to give it to",Amanda,"When Sonny and Irving got a blueberry at the beach, Rylie decided to give it to",Jean,Miriam,Sonny
"When Dianne and Teresa got a banana at the home, Teresa decided to give the banana to",Dianne,"When Triston and Holly got a banana at the home, Julie decided to give the banana to",Judah,Teresa,Holly
"Afterwards, Jerry and Sophia went to the home. Sophia gave a coconut to",Jerry,"Afterwards, Jack and Kiersten went to the home. Samuel gave a coconut to",Alonso,Sophia,Kiersten
"Then, Theresa and Marilyn had a lot of fun at the beach. Marilyn gave a grape to",Theresa,"Then, Rosa and Dontae had a lot of fun at the beach. Jessica gave a grape to",Shannon,Marilyn,Dontae
"While Brandy and Erika were commuting to the park, Erika gave a coconut to",Brandy,"While Tyree and Kailee were commuting to the park, Rachelle gave a coconut to",Damaris,Erika,Kailee
Friends Irma and Doris found a cherry at the beach. Irma gave it to,Doris,Friends Maryam and Raina found a cherry at the beach. Joanne gave it to,Sophie,Irma,Maryam
"When Lula and Evelyn got a pineapple at the museum, Lula decided to give it to",Evelyn,"When Sheridan and Jaelyn got a pineapple at the museum, Kaylyn decided to give it to",Kelsi,Lula,Sheridan
"When Dianne and Richard got a coconut at the store, Richard decided to give the coconut to",Dianne,"When Yazmin and Nick got a coconut at the store, Allan decided to give the coconut to",Charity,Richard,Nick
"Then, Paula and Lee had a lot of fun at the beach. Lee gave a pear to",Paula,"Then, Edwin and Amy had a lot of fun at the beach. Sonia gave a pear to",Barry,Lee,Amy
Friends Sarah and Carol found a raspberry at the forest. Carol gave it to,Sarah,Friends Andy and Karlee found a raspberry at the forest. Derek gave it to,Hillary,Carol,Karlee
"When Lorraine and Rebecca got a grape at the cave, Rebecca decided to give the grape to",Lorraine,"When Kelsey and Kristin got a grape at the cave, Melina decided to give the grape to",Devan,Rebecca,Kristin
"When Rosemarie and Rebecca got a pineapple at the store, Rebecca decided to give the pineapple to",Rosemarie,"When Trenton and Monique got a pineapple at the store, Jaida decided to give the pineapple to",Gino,Rebecca,Monique
"Then, Violet and Sheila had a lot of fun at the bar. Violet gave a cantaloupe to",Sheila,"Then, Shea and Lily had a lot of fun at the bar. Garrett gave a cantaloupe to",Tucker,Violet,Shea
"When Suzanne and Melanie got a watermelon at the forest, Suzanne decided to give the watermelon to",Melanie,"When Alejandro and Leann got a watermelon at the forest, Kathy decided to give the watermelon to",Shea,Suzanne,Alejandro
The forest Anne and Shannon went to had a banana. Shannon gave it to,Anne,The forest Tony and Veronica went to had a banana. Courtney gave it to,Timothy,Shannon,Veronica
"Then, Yvette and Doris were working at the zoo. Yvette decided to give a coconut to",Doris,"Then, Travis and Aden were working at the zoo. Angela decided to give a coconut to",Tristin,Yvette,Travis
The gym Agnes and Anne went to had a pineapple. Agnes gave it to,Anne,The gym Laney and Johnny went to had a pineapple. Jarod gave it to,Paige,Agnes,Laney
"After Kristina and Janet went to the market, Kristina gave a orange to",Janet,"After Cameron and Grady went to the market, German gave a orange to",Gavin,Kristina,Cameron
"Then, Yvette and Rosemarie had a lot of fun at the store. Yvette gave a mango to",Rosemarie,"Then, Calvin and Ernest had a lot of fun at the store. Martina gave a mango to",Mireya,Yvette,Calvin
"Then, Angie and Teresa were thinking about going to the cafe. Teresa wanted to give a honeydew to",Angie,"Then, Junior and Dejah were thinking about going to the cafe. Valerie wanted to give a honeydew to",Kellen,Teresa,Dejah
"When Wilma and Jody got a papaya at the cave, Jody decided to give it to",Wilma,"When Collin and Josephine got a papaya at the cave, Trenton decided to give it to",Marisol,Jody,Josephine
"Then, Shannon and Loretta went to the bar. Shannon gave a blueberry to",Loretta,"Then, Fatima and Brayden went to the bar. Charlotte gave a blueberry to",Rey,Shannon,Fatima
Friends Pat and Carmen found a plum at the lake. Pat gave it to,Carmen,Friends Donald and Romeo found a plum at the lake. Troy gave it to,Porter,Pat,Donald
The bar Faye and Jessie went to had a pineapple. Faye gave it to,Jessie,The bar Stefan and Dario went to had a pineapple. Hayley gave it to,Kayleigh,Faye,Stefan
"When Leigh and Stella got a cantaloupe at the forest, Leigh decided to give the cantaloupe to",Stella,"When Trystan and Barrett got a cantaloupe at the forest, Courtney decided to give the cantaloupe to",Clint,Leigh,Trystan
"When Kim and Kelly got a plum at the library, Kelly decided to give it to",Kim,"When Faith and August got a plum at the library, Troy decided to give it to",Leonardo,Kelly,August
"Then, Mona and Nellie were working at the market. Mona decided to give a honeydew to",Nellie,"Then, Thalia and Tyrese were working at the market. Kaylin decided to give a honeydew to",Guadalupe,Mona,Thalia
"While Inez and David were commuting to the school, Inez gave a apple to",David,"While Dewayne and Ty were commuting to the school, Jesus gave a apple to",Mattie,Inez,Dewayne
"After the lunch, Carmen and Robin went to the park. Robin gave a raspberry to",Carmen,"After the lunch, Brianna and Morgan went to the park. Chris gave a raspberry to",Barrett,Robin,Morgan
"Then, Agnes and Stella had a lot of fun at the mountain. Agnes gave a plum to",Stella,"Then, Tina and Tamara had a lot of fun at the mountain. Rachelle gave a plum to",Jamie,Agnes,Tina
"Then, Juana and Mona were thinking about going to the shop. Mona wanted to give a kiwi to",Juana,"Then, Brianne and Rayna were thinking about going to the shop. Tierra wanted to give a kiwi to",Desiree,Mona,Rayna
"While Virginia and Megan were commuting to the cafe, Megan gave a pineapple to",Virginia,"While Joshua and Andrea were commuting to the cafe, Tess gave a pineapple to",Orlando,Megan,Andrea
"Then, Irma and Theresa were working at the library. Irma decided to give a coconut to",Theresa,"Then, Shea and Heather were working at the library. Jaime decided to give a coconut to",Wayne,Irma,Shea
"Then, Teresa and Heidi had a lot of fun at the store. Teresa gave a pineapple to",Heidi,"Then, Isaiah and Christine had a lot of fun at the store. Kendrick gave a pineapple to",Steven,Teresa,Isaiah
"Then, Megan and Doris were thinking about going to the market. Megan wanted to give a coconut to",Doris,"Then, Uriel and Irvin were thinking about going to the market. Susan wanted to give a coconut to",Brennen,Megan,Uriel
"After Susan and Jody went to the cafe, Jody gave a peach to",Susan,"After Marcus and Blanca went to the cafe, Krystal gave a peach to",Irving,Jody,Blanca
"Then, David and Sophia went to the museum. Sophia gave a papaya to",David,"Then, Austin and Alfred went to the museum. Tess gave a papaya to",Fred,Sophia,Alfred
"While Angie and Kevin were commuting to the home, Kevin gave a papaya to",Angie,"While Alexis and Patrick were commuting to the home, Jamari gave a papaya to",Halie,Kevin,Patrick
"Then, Brandy and Jackie were thinking about going to the park. Jackie wanted to give a orange to",Brandy,"Then, Darrell and Derek were thinking about going to the park. Marques wanted to give a orange to",Jose,Jackie,Derek
"Then, Rosemarie and Natasha were thinking about going to the zoo. Natasha wanted to give a raspberry to",Rosemarie,"Then, Berenice and Kennedi were thinking about going to the zoo. Brianna wanted to give a raspberry to",Sarai,Natasha,Kennedi
"When Virginia and Alice got a blueberry at the zoo, Alice decided to give the blueberry to",Virginia,"When India and Angel got a blueberry at the zoo, Morgan decided to give the blueberry to",Abdullah,Alice,Angel
"After Gwen and Dianne went to the cave, Gwen gave a banana to",Dianne,"After Rebecca and Daija went to the cave, Iliana gave a banana to",Alfred,Gwen,Rebecca
The shop Paula and Irma went to had a blueberry. Irma gave it to,Paula,The shop Riley and Maribel went to had a blueberry. Sasha gave it to,Ronaldo,Irma,Maribel
"Afterwards, Leona and Eleanor went to the home. Eleanor gave a apple to",Leona,"Afterwards, Tate and Ariel went to the home. Derick gave a apple to",Issac,Eleanor,Ariel
"When Theresa and Yvette got a kiwi at the river, Yvette decided to give the kiwi to",Theresa,"When Rita and Brant got a kiwi at the river, Carissa decided to give the kiwi to",Chandler,Yvette,Brant
"Then, Kristina and Jerry were thinking about going to the gym. Kristina wanted to give a coconut to",Jerry,"Then, Mattie and German were thinking about going to the gym. Viviana wanted to give a coconut to",Phoenix,Kristina,Mattie
"While Dianne and Estelle were commuting to the bar, Estelle gave a papaya to",Dianne,"While Ashtyn and Reed were commuting to the bar, Brittney gave a papaya to",Diana,Estelle,Reed
"Afterwards, Jackie and Theresa went to the library. Jackie gave a blackberry to",Theresa,"Afterwards, Dillon and Juliet went to the library. Nathaniel gave a blackberry to",Marie,Jackie,Dillon
"Afterwards, Inez and Janet went to the bar. Inez gave a pineapple to",Janet,"Afterwards, Demetrius and Whitney went to the bar. Riley gave a pineapple to",Adriana,Inez,Demetrius
The cafe Jody and Angie went to had a strawberry. Jody gave it to,Angie,The cafe Susana and Nia went to had a strawberry. Gia gave it to,Kenna,Jody,Susana
Friends Leona and Fannie found a orange at the theater. Fannie gave it to,Leona,Friends Katelin and Melinda found a orange at the theater. Natalia gave it to,Jessie,Fannie,Melinda
"Then, Stacy and Gwen were working at the gym. Gwen decided to give a pineapple to",Stacy,"Then, Mattie and Drew were working at the gym. Savana decided to give a pineapple to",Aaron,Gwen,Drew
"After Mildred and Maggie went to the forest, Maggie gave a pineapple to",Mildred,"After Kasandra and Kamron went to the forest, Katherine gave a pineapple to",Keith,Maggie,Kamron
"Then, Robin and Lorraine went to the store. Robin gave a cherry to",Lorraine,"Then, Peter and Shakira went to the store. Karley gave a cherry to",Franklin,Robin,Peter
"While Alicia and Estelle were commuting to the desert, Estelle gave a orange to",Alicia,"While Yolanda and Nikita were commuting to the desert, Dashawn gave a orange to",Dan,Estelle,Nikita
"Then, Violet and Janet were working at the bar. Violet decided to give a blueberry to",Janet,"Then, Annie and Clare were working at the bar. Santos decided to give a blueberry to",Shane,Violet,Annie
"Then, Teresa and Rosa had a lot of fun at the museum. Teresa gave a cantaloupe to",Rosa,"Then, Shea and Paloma had a lot of fun at the museum. Loren gave a cantaloupe to",Dylan,Teresa,Shea
"Afterwards, Jerry and Jessica went to the home. Jessica gave a banana to",Jerry,"Afterwards, Reilly and Chris went to the home. Solomon gave a banana to",Charles,Jessica,Chris
"After the lunch, Melissa and Sheila went to the market. Melissa gave a strawberry to",Sheila,"After the lunch, Miranda and Sonia went to the market. Louis gave a strawberry to",Fidel,Melissa,Miranda
"After Erika and William went to the river, Erika gave a strawberry to",William,"After Sheldon and Adam went to the river, Cora gave a strawberry to",Davis,Erika,Sheldon
"Afterwards, Theresa and Teresa went to the museum. Teresa gave a cantaloupe to",Theresa,"Afterwards, Lena and Dangelo went to the museum. Jay gave a cantaloupe to",Cooper,Teresa,Dangelo
Friends Faye and Ella found a raspberry at the forest. Faye gave it to,Ella,Friends Kylan and Benjamin found a raspberry at the forest. Rosalinda gave it to,Gonzalo,Faye,Kylan
"When Stacey and Mildred got a cantaloupe at the home, Stacey decided to give the cantaloupe to",Mildred,"When Edgar and Armani got a cantaloupe at the home, Dariana decided to give the cantaloupe to",Ryder,Stacey,Edgar
"Then, Kevin and Angie were thinking about going to the library. Kevin wanted to give a orange to",Angie,"Then, Neal and Bernard were thinking about going to the library. Erin wanted to give a orange to",Karlie,Kevin,Neal
"After Lee and Rosa went to the library, Lee gave a mango to",Rosa,"After Angel and Jonas went to the library, Gabriel gave a mango to",America,Lee,Angel
